text,character,gender,diagAct_^q,diagAct_ad,"diagAct_fo_o_fw_""_by_bc",diagAct_othr,diagAct_qw,diagAct_qy,diagAct_qy^d,diagAct_sd,diagAct_sv,text_norm,token_text_norm,F-Measure,tf1,tf2,tf3,tf4,tf5,tf6
He's had such a horrible time. I wouldn't...Stop it.,CLARE,female,0,0,0,0,0,0,0,1,0,he's had such a horrible time i wouldn't...stop it.,he horribl time wouldnt stop,56.25,0.02040141532502931,0.001524783128001743,0.019118741487642706,0.008783402101905214,0.008404802100809312,0.0
"It's not about the money, Max.  It never was. All I've ever wanted is you. That's all.",TANYA,female,0,0,0,0,0,0,0,1,0,it's not about the money max it never was all i've ever wanted is you that's all.,money max never ive ever want that,59.523809523809526,0.007550818015211241,0.011971451900301546,0.013026271753793436,0.024392513662882673,0.007071642052729129,0.03291767776417142
You must have to go to some unusual houses in your job.,IAN,male,0,0,0,0,0,0,1,0,0,you must have to go to some unusual houses in your job.,must unusu hous job,53.84615384615385,0.004587486591202235,0.00034649399001938875,0.006990786853800534,0.005039410038007628,0.0,0.0
Yeah. If she'd had been on the boat to begin with.,SHIRLEY,female,0,0,0,0,0,0,0,1,0,yeah if she'd had been on the boat to begin with.,yeah shed boat begin,53.84615384615385,0.04100966439835835,0.001642189128920512,0.0006366654594252974,0.00034649399001938875,0.0,0.0
I was worried about you.,HEATHER,female,0,0,0,1,0,0,0,0,0,i was worried about you.,worri,50.0,0.00770836569001932,0.0,0.0,0.0,0.0,0.0
"Alright. Is that why you haven't signed those forms yet?  To transfer the shares?  I called your solicitor, Max, to ask him where they were.  And surprise, surprise, he said he'd already posted them.",TANYA,female,0,0,0,0,0,1,0,0,0,alright is that why you haven't signed those forms yet to transfer the shares i called your solicitor max to ask him where they were and surprise surprise he said he'd already posted them.,alright havent sign form yet transfer share call solicitor max ask surpris surpris said hed alreadi post,52.7027027027027,0.026965099749215213,0.007471644966734505,0.0031497042702764316,0.0006366654594252974,0.005217016020958527,0.00018732762516306437
But I'm here now I thought near death experiences changed people for the better.,HEATHER,female,0,0,0,0,0,0,0,1,0,but i'm here now i thought near death experiences changed people for the better.,thought near death experi chang peopl better,53.125,0.014975968255590347,0.0011606858776236348,0.0010345880915742988,0.0007731670720811821,0.005039410038007628,0.007471644966734505
"So you take off again, eh? What a surprise. You're gonna end up like some sad, lonely old cow in some hostel that noone gives a toss about. Why are you doing this, eh?",GARRY,male,0,0,0,0,1,0,0,0,0,so you take off again eh what a surprise you're gonna end up like some sad lonely old cow in some hostel that noone gives a toss about why are you doing this eh?,take surpris your gonna end like sad lone old cow hostel noon give toss,56.94444444444444,0.017222169055409346,0.003448801552878607,0.03237554763389739,0.025144482409096953,0.005217016020958527,0.03272488540915419
"No no, that's the development, they've offered me a job.",BRADLEY,male,0,0,0,0,0,0,0,1,0,no no that's the development they've offered me a job.,that develop theyv offer job,61.53846153846154,0.02615596622686448,0.000495031063150348,0.002422768449630871,0.0030484800917352116,0.005039410038007628,0.0
How the hell should I know?,SHIRLEY,female,0,0,0,1,0,0,0,0,0,how the hell should i know?,hell know,57.14285714285714,0.006664377937116311,0.0408207989633029,0.0,0.0,0.0,0.0
And you?,SEAN,male,0,0,0,1,0,0,0,0,0,and you?,,50.0,0.0,0.0,0.0,0.0,0.0,0.0
Remember we're seeing the accountant later.,JANE,female,0,0,0,0,0,0,0,1,0,remember we're seeing the accountant later.,rememb see account later,56.25,0.004495660958245056,0.02352924336764644,0.0007731670720811821,0.007312482622971659,0.0,0.0
"I would. You turn up with food for twenty and a room full of two hundred, you'll have a riot on your hands.",CHRISTIAN,male,0,0,0,0,0,0,0,1,0,i would you turn up with food for twenty and a room full of two hundred you'll have a riot on your hands.,would turn food twenti room full two hundr youll riot hand,54.0,0.011566330228773507,0.006828188875256479,0.002529443082189928,0.0031497042702764316,0.003933560044197784,0.001642189128920512
Yeah course.,GARRY,male,0,0,0,1,0,0,0,0,0,yeah course.,yeah cours,50.0,0.04100966439835835,0.008480978663524262,0.0,0.0,0.0,0.0
You'll have hours to think about what you did to me.,TANYA,female,0,1,0,0,0,0,0,0,0,you'll have hours to think about what you did to me.,youll hour think,50.0,0.008097733375520803,0.003741583180678859,0.027802028829176397,0.0,0.0,0.0
And nearly a whole year till next Christmas.,RONNIE,female,0,0,0,1,0,0,0,0,0,and nearly a whole year till next christmas.,nearli whole year till next christma,55.55555555555556,0.001642189128920512,0.004310472953433681,0.006582006031542038,0.0027397923926293457,0.005911158866828229,0.0011606858776236348
Yeah. Yeah. Not bad.,IAN,male,0,0,0,1,0,0,0,0,0,yeah yeah not bad.,yeah yeah bad,50.0,0.04100966439835835,0.04100966439835835,0.005392928675801923,0.0,0.0,0.0
They've gone ...,SEAN,male,0,0,0,1,0,0,0,0,0,they've gone ..,theyv gone,50.0,0.002422768449630871,0.008097733375520803,0.0,0.0,0.0,0.0
"No,no, it was definitely something I said that upset her.",JANE,female,0,0,0,0,0,0,0,1,0,"no,no it was definitely something i said that upset her.",definit someth said upset,50.0,0.001524783128001743,0.015701111576079063,0.015641266009324,0.0030484800917352116,0.0,0.0
What's all this about going to Fargos? Eight o'clock? I hope it's not a date?,IAN,male,0,0,0,0,0,1,0,0,0,what's all this about going to fargos eight o'clock i hope it's not a date?,what go fargo eight oclock hope date,58.33333333333333,0.015701111576079063,0.026201345180854218,0.0007731670720811821,0.0017579003271320259,0.000905578345380476,0.005217016020958527
Sorry.,HEATHER,female,0,0,0,0,1,0,0,0,0,sorry.,sorri,50.0,0.019118741487642706,0.0,0.0,0.0,0.0,0.0
You sure you're okay?,SEAN,male,0,0,0,0,0,1,0,0,0,you sure you're okay?,sure your okay,50.0,0.009887176836494368,0.03237554763389739,0.009959171671887758,0.0,0.0,0.0
"I er, left it too late to get my service-wash back. It was either this or one of Dot's anoraks.",CLARE,female,0,0,0,0,0,0,0,1,0,i er left it too late to get my service-wash back it was either this or one of dot's anoraks.,left late get servicewash back either one dot anorak,52.27272727272727,0.004860037058510411,0.00512842915276229,0.03911129855284983,0.00018732762516306437,0.022398015366697683,0.0033498370777084747
She says that one time I will not be responsible for my actions.,GARRY,male,0,0,0,0,0,0,0,1,0,she says that one time i will not be responsible for my actions.,say one time respons action,50.0,0.01992551176385092,0.020348830864374116,0.019118741487642706,0.0012842377524345087,0.00034649399001938875,0.0
Don't worry about me. Plenty of juice left in the old tank.,RONNIE,female,0,0,0,0,0,0,1,0,0,don't worry about me plenty of juice left in the old tank.,dont worri plenti juic left old tank,53.57142857142857,0.04393963539615712,0.00770836569001932,0.001524783128001743,0.000495031063150348,0.004860037058510411,0.006909637237966408
... I canask my Mum you know...,STACEY,female,0,0,0,0,0,0,0,1,0,.. i canask my mum you know...,canask mum know,50.0,0.00018732762516306437,0.011971451900301546,0.0408207989633029,0.0,0.0,0.0
"I've settled in really well mummy, the Square feels like home now.And that's where I work. Very responsible job washing people's smalls. And Mrs Branning's ever so friendly, everyone is. Walford's lovely.",HEATHER,female,0,0,0,0,0,0,0,1,0,i've settled in really well mummy the square feels like home now.and that's where i work very responsible job washing people's smalls and mrs branning's ever so friendly everyone is walford's lovely.,ive settl realli well mummi squar feel like home that work respons job wash peopl small mr bran ever friendli everyon walford love,52.56410256410256,0.024392513662882673,0.001405527842628664,0.019978686148432345,0.03711648914813025,0.0030484800917352116,0.001642189128920512
What?,TANYA,female,0,0,0,0,1,0,0,0,0,what?,,50.0,0.0,0.0,0.0,0.0,0.0,0.0
Jane's been slaving away all afternoon.,STEVEN,male,0,0,0,1,0,0,0,0,0,jane's been slaving away all afternoon.,jane slave away afternoon,56.25,0.007942741905612942,0.000495031063150348,0.008858449803962238,0.0022061507347061818,0.0,0.0
You gonna be alright? I should get back to work.,MAX,male,0,0,0,0,0,1,0,0,0,you gonna be alright i should get back to work.,gonna alright get back work,50.0,0.025144482409096953,0.026965099749215213,0.03911129855284983,0.022398015366697683,0.012961380247110244,0.0
Ah this is so sweet.,ROXY,female,0,0,0,0,0,0,0,1,0,ah this is so sweet.,sweet,58.33333333333333,0.0011606858776236348,0.0,0.0,0.0,0.0,0.0
"Yeah, I suppose. Unless... we both go?ﬁHESITANTﬂ]",MAX,male,0,0,0,1,0,0,0,0,0,yeah i suppose unless.. we both go?ﬁhesitantﬂ],yeah suppos unless hesit,54.166666666666664,0.04100966439835835,0.006664377937116311,0.001524783128001743,0.00034649399001938875,0.0,0.0
It's not important love.,IAN,male,0,0,0,0,0,0,0,0,1,it's not important love.,import love,50.0,0.0033498370777084747,0.014975968255590347,0.0,0.0,0.0,0.0
"Baby you won't alright. I told you, I'm one hundred per cent committed.  The only question is, are you?",MAX,male,0,0,0,0,0,1,0,0,0,baby you won't alright i told you i'm one hundred per cent committed the only question is are you?,babi wont alright told one hundr per cent commit question,52.27272727272727,0.0031497042702764316,0.011971451900301546,0.026965099749215213,0.009524318513072616,0.020348830864374116,0.0022061507347061818
I ain't chucking anything away.,STACEY,female,0,0,0,0,0,0,0,1,0,i ain't chucking anything away.,aint chuck anyth away,50.0,0.019173070391955354,0.0019847421545493207,0.011971451900301546,0.008858449803962238,0.0,0.0
Oh oh oh.  I'll leave you to it.,IAN,male,0,0,1,0,0,0,0,0,0,oh oh oh i'll leave you to it.,ill leav,50.0,0.02415459038985715,0.011086611703919488,0.0,0.0,0.0,0.0
"No, I'm not.",STACEY,female,0,0,0,1,0,0,0,0,0,no i'm not.,,50.0,0.0,0.0,0.0,0.0,0.0,0.0
"Louise, darlin', please...",PHIL,male,0,0,0,1,0,0,0,0,0,louise darlin' please...,louis darlin pleas,50.0,0.0019847421545493207,0.001405527842628664,0.013412862361456685,0.0,0.0,0.0
"I mean what is it with straight blokes and flowers? Where do they learn that a bunch of dead daises some how gets them out of trouble? I never bought anybody flowers, ever.",CHRISTIAN,male,0,0,0,0,1,0,0,0,0,i mean what is it with straight blokes and flowers where do they learn that a bunch of dead daises some how gets them out of trouble i never bought anybody flowers ever.,mean straight bloke flower learn bunch dead dais get troubl never bought anybodi flower ever,52.94117647058823,0.02003178584881871,0.0033498370777084747,0.006249292999792881,0.0007731670720811821,0.0023150241621083573,0.0007731670720811821
"Shirley is worth you lot put together. She's kind, she's considerate.",HEATHER,female,0,0,0,0,0,0,0,0,1,shirley is worth you lot put together she's kind she's considerate.,shirley worth lot put togeth she kind she consider,50.0,0.0046788167102604205,0.0032501469462539196,0.006499316705937193,0.010030978411488815,0.005911158866828229,0.01681906026756697
You can't do the catering for the funeral.,ROXY,female,0,0,0,0,0,0,0,0,1,you can't do the catering for the funeral.,cant cater funer,60.0,0.019765537738819592,0.000905578345380476,0.0010345880915742988,0.0,0.0,0.0
Alright?,HEATHER,female,0,0,0,0,1,0,0,0,0,alright?,alright,50.0,0.026965099749215213,0.0,0.0,0.0,0.0,0.0
Of course you will be.,TANYA,female,0,0,0,1,0,0,0,0,0,of course you will be.,cours,50.0,0.008480978663524262,0.0,0.0,0.0,0.0,0.0
To make it LOOK like they came in through the back door.,JACK,male,0,0,0,0,0,0,0,1,0,to make it look like they came in through the back door.,make look like came back door,53.84615384615385,0.020243443249984935,0.030419374082705713,0.03272488540915419,0.003448801552878607,0.022398015366697683,0.0036446519954888125
I mean there's all those extra vol-au-vents to collect - and the filling.,IAN,male,0,0,0,0,0,0,0,1,0,i mean there's all those extra vol-au-vents to collect and the filling.,mean there extra volauv collect fill,60.714285714285715,0.02003178584881871,0.011086611703919488,0.001405527842628664,0.000905578345380476,0.0011606858776236348,0.000905578345380476
"You ever wondered where the meter is at Buckingham Palace? Underneath a golden staircase? I could have a look for you if you like. I'm going there, Monday.Guest of a local dignitary. Not bad for the son of a barrow boy.METER",IAN,male,0,0,0,0,0,1,0,0,0,you ever wondered where the meter is at buckingham palace underneath a golden staircase i could have a look for you if you like i'm going there monday.guest of a local dignitary not bad for the son of a barrow boy.meter,ever wonder meter buckingham palac underneath golden staircas could look like go monday guest local dignitari bad son barrow boy meter,56.666666666666664,0.007071642052729129,0.0032501469462539196,0.000905578345380476,0.0007731670720811821,0.001642189128920512,0.00034649399001938875
So she didn't send you round here because she was too scared to come herself?,JACK,male,0,0,0,0,0,1,0,0,0,so she didn't send you round here because she was too scared to come herself?,didnt send round scare come,50.0,0.018571035917699083,0.0017579003271320259,0.009597280874606842,0.0031497042702764316,0.030255478500024857,0.0
Look I know you're hurting right now. But put yourself in my shoes for five seconds. Failed marriage. No kids. No girlfriend. Nada. No you've got a woman that loves you and wants to marry ya. That's like gold dust mate.,GARRY,male,0,0,0,0,0,0,0,0,1,look i know you're hurting right now but put yourself in my shoes for five seconds failed marriage no kids no girlfriend nada no you've got a woman that loves you and wants to marry ya that's like gold dust mate.,look know your hurt right put shoe five second fail marriag kid girlfriend nada youv got woman love want marri that like gold dust mate,54.44444444444444,0.030419374082705713,0.0408207989633029,0.03237554763389739,0.004028643081732515,0.024106834707213767,0.010030978411488815
No...,TANYA,female,0,0,0,0,1,0,0,0,0,no...,,50.0,0.0,0.0,0.0,0.0,0.0,0.0
"Wait, Mum, I'm coming with ya. I didn't mean what I said. This has all been a big mistake. Look let's go home. I'll make us a nice cauliflower cheese?",HEATHER,female,0,0,0,0,0,0,0,1,0,wait mum i'm coming with ya i didn't mean what i said this has all been a big mistake look let's go home i'll make us a nice cauliflower cheese?,wait mum come didnt mean said big mistak look let home ill make nice cauliflow chees,55.714285714285715,0.007864871504220512,0.011971451900301546,0.030255478500024857,0.018571035917699083,0.02003178584881871,0.015641266009324
That's Dead Arm.,GARRY,male,0,0,0,0,0,0,0,0,1,that's dead arm.,that dead arm,60.0,0.02615596622686448,0.0028435595125313236,0.0020960816727933498,0.0,0.0,0.0
Well get back in there and do your job.DR,SEAN,male,0,1,0,0,0,0,0,0,0,well get back in there and do your job.dr,well get back job,50.0,0.03711648914813025,0.03911129855284983,0.022398015366697683,0.005039410038007628,0.0,0.0
Just wanted to say thanks. Looks like it's gonna be a busy night.,JACK,male,0,0,0,0,0,0,0,1,0,just wanted to say thanks looks like it's gonna be a busy night.,want say thank look like gonna busi night,53.333333333333336,0.03291767776417142,0.01992551176385092,0.014297303833809895,0.030419374082705713,0.03272488540915419,0.025144482409096953
I'm glad to hear it! I shouldn't be confronted by some hairy bloke's lunchbox every time I wanna stick the kettle on. What about the kids!,IAN,male,0,0,0,0,0,0,0,1,0,i'm glad to hear it i shouldn't be confronted by some hairy bloke's lunchbox every time i wanna stick the kettle on what about the kids!,glad hear shouldnt confront hairi bloke lunchbox everi time wanna stick kettl kid,56.666666666666664,0.0022061507347061818,0.005392928675801923,0.004217083843755337,0.00018732762516306437,0.000495031063150348,0.006249292999792881
Yeah maybe not. Last thing you need's a knock back.,CHRISTIAN,male,0,0,0,0,0,0,0,0,1,yeah maybe not last thing you need's a knock back.,yeah mayb last thing need knock back,54.166666666666664,0.04100966439835835,0.011904308775074495,0.010808910381181362,0.01727938665436808,0.01933558406871284,0.002422768449630871
"He's married, Clare.",BRADLEY,male,0,0,0,0,0,0,0,1,0,he's married clare.,he marri clare,50.0,0.02040141532502931,0.003448801552878607,0.004769663115626996,0.0,0.0,0.0
You know how I feel.,SEAN,male,0,0,1,0,0,0,0,0,0,you know how i feel.,know feel,50.0,0.0408207989633029,0.010457963326771402,0.0,0.0,0.0,0.0
Yes. Loads of times.,CLARE,female,0,0,1,0,0,0,0,0,0,yes loads of times.,ye load time,50.0,0.011498273954294522,0.0023150241621083573,0.019118741487642706,0.0,0.0,0.0
I won't be long.,IAN,male,0,0,0,0,0,0,0,1,0,i won't be long.,wont long,50.0,0.011971451900301546,0.007312482622971659,0.0,0.0,0.0,0.0
"Oh - yeah, it's much better thanks.",IAN,male,0,0,0,1,0,0,0,0,0,oh yeah it's much better thanks.,yeah much better thank,50.0,0.04100966439835835,0.011224474012549763,0.010808910381181362,0.014297303833809895,0.0,0.0
"Er, hanging by the phone.",ROXY,female,0,0,0,1,0,0,0,0,0,er hanging by the phone.,hang phone,58.33333333333333,0.004028643081732515,0.004495660958245056,0.0,0.0,0.0,0.0
Iced or plain.,IAN,male,0,0,0,1,0,0,0,0,0,iced or plain.,ice plain,50.0,0.0018720473610014175,0.00018732762516306437,0.0,0.0,0.0,0.0
She'll come back to me.,MAX,male,0,0,0,0,0,0,0,1,0,she'll come back to me.,shell come back,50.0,0.002946443134160144,0.030255478500024857,0.022398015366697683,0.0,0.0,0.0
"Go on then.  Go start the crocodile tears, just like your mother used to.",IAN,male,0,1,0,0,0,0,0,0,0,go on then go start the crocodile tears just like your mother used to.,start crocodil tear like mother use,53.333333333333336,0.008783402101905214,0.00018732762516306437,0.001524783128001743,0.03272488540915419,0.0028435595125313236,0.0076297237657735285
Oh yeah?  So why does your face say different?,RONNIE,female,0,0,0,0,1,0,0,0,0,oh yeah so why does your face say different?,yeah face say differ,50.0,0.04100966439835835,0.005217016020958527,0.01992551176385092,0.004028643081732515,0.0,0.0
Here.,TANYA,female,0,0,0,0,1,0,0,0,0,here.,,50.0,0.0,0.0,0.0,0.0,0.0,0.0
Is it just you here?,TANYA,female,0,0,0,0,0,1,0,0,0,is it just you here?,,50.0,0.0,0.0,0.0,0.0,0.0,0.0
I feel a right nit.,MINTY,male,0,0,0,1,0,0,0,0,0,i feel a right nit.,feel right nit,58.33333333333333,0.010457963326771402,0.024106834707213767,0.00018732762516306437,0.0,0.0,0.0
That's why she's been checking you out all weekend.,JACK,male,0,0,0,0,0,0,0,0,1,that's why she's been checking you out all weekend.,that she check weekend,58.33333333333333,0.02615596622686448,0.01681906026756697,0.004123145638695394,0.0018720473610014175,0.0,0.0
"Alright alright, just take it easy.",IAN,male,0,0,0,0,0,0,0,0,1,alright alright just take it easy.,alright alright take easi,50.0,0.026965099749215213,0.026965099749215213,0.017222169055409346,0.0023150241621083573,0.0,0.0
‚God save the queen.  Her fascist regime. They made you a moron - ‚,CHRISTIAN,male,0,0,0,0,0,0,0,1,0,‚god save the queen her fascist regime they made you a moron ,god save queen fascist regim made moron,58.33333333333333,0.001405527842628664,0.0027397923926293457,0.0027397923926293457,0.00018732762516306437,0.00034649399001938875,0.006746437306433444
"Dance, yeah, yeah, yeah alright.",GARRY,male,0,0,0,1,0,0,0,0,0,dance yeah yeah yeah alright.,danc yeah yeah yeah alright,50.0,0.0026351015883509803,0.04100966439835835,0.04100966439835835,0.04100966439835835,0.026965099749215213,0.0
Max...,TANYA,female,0,0,0,0,1,0,0,0,0,max...,max,50.0,0.011971451900301546,0.0,0.0,0.0,0.0,0.0
I'm multi-talented Jane. Ian doesn't know how lucky he is having me as a partner.,CHRISTIAN,male,0,0,0,0,0,0,0,1,0,i'm multi-talented jane ian doesn't know how lucky he is having me as a partner.,multital jane ian doesnt know lucki partner,52.77777777777778,0.00018732762516306437,0.007942741905612942,0.013858082145582184,0.008174860487637759,0.0408207989633029,0.0017579003271320259
"No, course not.  I'm going to nip out.  Give you love birds some privacy.You alright, stalker.  She's in there.",SEAN,male,0,0,0,0,0,0,0,1,0,no course not i'm going to nip out give you love birds some privacy.you alright stalker she's in there.,cours go nip give love bird privaci alright stalker she,54.166666666666664,0.008480978663524262,0.026201345180854218,0.000495031063150348,0.014234915689748702,0.014975968255590347,0.001524783128001743
So why sneak around then? Why don't you just tell him? Why don't you just get everything out in the open?,STACEY,female,0,0,0,0,1,0,0,0,0,so why sneak around then why don't you just tell him why don't you just get everything out in the open?,sneak around dont tell dont get everyth open,52.083333333333336,0.0011606858776236348,0.005911158866828229,0.04393963539615712,0.018349659845499564,0.04393963539615712,0.03911129855284983
"And the bed's going over there. Kingsize, obviously, for when I'm entertaining. And I'd better put a proper hob in, so Noah can have his back...",CHRISTIAN,male,0,0,0,1,0,0,0,0,0,and the bed's going over there kingsize obviously for when i'm entertaining and i'd better put a proper hob in so noah can have his back...,bed go kingsiz obvious entertain better put proper hob noah back,53.125,0.004769663115626996,0.026201345180854218,0.00018732762516306437,0.0018720473610014175,0.000495031063150348,0.010808910381181362
My feelings exactly.,TANYA,female,0,0,0,0,0,0,0,1,0,my feelings exactly.,feel exactli,50.0,0.010457963326771402,0.005653769471805159,0.0,0.0,0.0,0.0
Tan...,MAX,male,0,0,0,0,1,0,0,0,0,tan...,tan,50.0,0.006664377937116311,0.0,0.0,0.0,0.0,0.0
I ain't lending you any money -,PHIL,male,0,0,0,0,0,0,0,1,0,i ain't lending you any money ,aint lend money,57.14285714285714,0.019173070391955354,0.00034649399001938875,0.007550818015211241,0.0,0.0,0.0
"Look, I know this orders only for twenty people, but my mate at the Council reckons he could turn this into a regular.",IAN,male,0,0,0,0,0,0,0,1,0,look i know this orders only for twenty people but my mate at the council reckons he could turn this into a regular.,look know order twenti peopl mate council reckon could turn regular,58.33333333333333,0.030419374082705713,0.0408207989633029,0.002422768449630871,0.0031497042702764316,0.007471644966734505,0.010948094074768065
What are you doing back here?,STACEY,female,0,0,0,0,1,0,0,0,0,what are you doing back here?,back,50.0,0.022398015366697683,0.0,0.0,0.0,0.0,0.0
No. Mum asked me to lie Hev.  To paint her as a villain so Minty wouldn't blame himself. Trouble is he blames me. Thinks I put her up to it.,GARRY,male,0,0,0,0,0,0,0,1,0,no mum asked me to lie hev to paint her as a villain so minty wouldn't blame himself trouble is he blames me thinks i put her up to it.,mum ask lie hev paint villain minti wouldnt blame troubl blame think put,53.125,0.011971451900301546,0.009230457543069793,0.005911158866828229,0.0030484800917352116,0.00034649399001938875,0.000495031063150348
I'll book us a hotel Tan.  Wherever you want to go. Just say.,MAX,male,0,0,0,0,0,0,0,1,0,i'll book us a hotel tan wherever you want to go just say.,ill book hotel tan wherev want say,53.333333333333336,0.02415459038985715,0.004769663115626996,0.002422768449630871,0.006664377937116311,0.00018732762516306437,0.03291767776417142
You what?,PHIL,male,0,0,0,1,0,0,0,0,0,you what?,,50.0,0.0,0.0,0.0,0.0,0.0,0.0
Where's Steven?,JANE,female,0,0,0,0,1,0,0,0,0,where's steven?,where steven,50.0,0.003547065404497541,0.005567215772577622,0.0,0.0,0.0,0.0
"No, you're busy, I've got a headache.  And er by the way - welcome back.",PHIL,male,0,0,0,0,0,0,0,0,1,no you're busy i've got a headache and er by the way welcome back.,your busi ive got headach way welcom back,55.88235294117647,0.03237554763389739,0.007471644966734505,0.024392513662882673,0.03322426254662723,0.0006366654594252974,0.011430061416310647
Sorry love. I'm skint.,STEVEN,male,0,0,0,0,0,0,0,1,0,sorry love i'm skint.,sorri love skint,50.0,0.019118741487642706,0.014975968255590347,0.00018732762516306437,0.0,0.0,0.0
No not at all. Sorry she gave you such a hard time.,MAX,male,0,0,0,0,0,0,0,1,0,no not at all sorry she gave you such a hard time.,sorri gave hard time,57.69230769230769,0.019118741487642706,0.0022061507347061818,0.0059962209144545555,0.019118741487642706,0.0,0.0
"It's not that I don't want you here, Steven... I've just got to get used to having someone new around.",JANE,female,0,0,0,0,0,0,0,1,0,it's not that i don't want you here steven.. i've just got to get used to having someone new around.,dont want steven ive got get use someon new around,50.0,0.04393963539615712,0.03291767776417142,0.005567215772577622,0.024392513662882673,0.03322426254662723,0.03911129855284983
He's still my husband.,STACEY,female,0,0,0,0,0,0,0,1,0,he's still my husband.,he still husband,50.0,0.02040141532502931,0.01250334720610298,0.0033498370777084747,0.0,0.0,0.0
Off anywhere nice?,CHRISTIAN,male,0,0,0,0,0,1,0,0,0,off anywhere nice?,anywher nice,50.0,0.0030484800917352116,0.007786747170523833,0.0,0.0,0.0,0.0
